row_id,booking,arrival,resolved,lead_time,arrival_month,stays_in_weekend_nights,stays_in_week_nights,hotel,meal,market_segment,distribution_channel,reserved_room_type,customer_type,target
41327,2015-07-06,2015-08-14,2015-08-16,39,8,0,2,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
41361,2015-07-06,2015-08-15,2015-08-19,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41362,2015-07-06,2015-08-15,2015-08-19,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41365,2015-07-06,2015-08-15,2015-08-06,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,1
41366,2015-07-06,2015-08-15,2015-08-19,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41375,2015-07-06,2015-08-15,2015-08-19,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41379,2015-07-06,2015-08-15,2015-08-19,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41387,2015-07-06,2015-08-15,2015-08-19,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41395,2015-07-06,2015-08-15,2015-08-19,40,8,2,2,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41824,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41825,2015-07-06,2015-08-25,2015-08-06,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,1
41827,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41829,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41832,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41844,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41848,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41849,2015-07-06,2015-08-25,2015-08-24,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,1
41861,2015-07-06,2015-08-25,2015-08-30,50,8,0,5,City Hotel,BB,Groups,TA/TO,A,Transient,0
41862,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
41876,2015-07-06,2015-08-25,2015-08-29,50,8,0,4,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42319,2015-07-06,2015-09-04,2015-09-09,60,9,2,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
199,2015-07-07,2015-07-07,2015-07-08,0,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
200,2015-07-07,2015-07-07,2015-07-08,0,7,0,1,Resort Hotel,HB,Direct,Direct,C,Transient,0
205,2015-07-07,2015-07-07,2015-07-11,0,7,0,4,Resort Hotel,BB,Direct,Direct,A,Transient,0
213,2015-07-07,2015-07-08,2015-07-12,1,7,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
219,2015-07-07,2015-07-08,2015-07-08,1,7,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,1
221,2015-07-07,2015-07-08,2015-07-10,1,7,0,2,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
254,2015-07-07,2015-07-10,2015-07-12,3,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1100,2015-07-07,2015-08-14,2015-08-16,38,8,0,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,0
1104,2015-07-07,2015-08-14,2015-08-16,38,8,0,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,0
1272,2015-07-07,2015-08-22,2015-08-29,46,8,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
1273,2015-07-07,2015-08-22,2015-08-29,46,8,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
1279,2015-07-07,2015-08-22,2015-08-29,46,8,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
1294,2015-07-07,2015-08-22,2015-08-28,46,8,2,4,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
1344,2015-07-07,2015-08-25,2015-07-17,49,8,0,3,Resort Hotel,HB,Online TA,TA/TO,E,Transient,1
13945,2015-07-07,2015-07-14,2015-07-15,7,7,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
14004,2015-07-07,2015-07-14,2015-07-15,7,7,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
15362,2015-07-07,2015-07-09,2015-07-10,2,7,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
15828,2015-07-07,2015-07-31,2015-08-03,24,7,1,2,Resort Hotel,BB,Direct,Direct,F,Transient,0
15829,2015-07-07,2015-07-31,2015-08-03,24,7,1,2,Resort Hotel,BB,Direct,Direct,F,Transient,0
15840,2015-07-07,2015-07-30,2015-08-04,23,7,2,3,Resort Hotel,BB,Direct,Direct,F,Transient,0
16334,2015-07-07,2015-08-21,2015-08-24,45,8,1,2,Resort Hotel,HB,Direct,Direct,A,Transient-Party,0
16384,2015-07-07,2015-08-21,2015-08-28,45,8,2,5,Resort Hotel,HB,Direct,Direct,A,Transient-Party,0
16406,2015-07-07,2015-08-25,2015-08-28,49,8,0,3,Resort Hotel,HB,Offline TA/TO,TA/TO,E,Transient,0
16407,2015-07-07,2015-08-25,2015-08-28,49,8,0,3,Resort Hotel,HB,Offline TA/TO,TA/TO,E,Transient,0
16420,2015-07-07,2015-08-22,2015-08-29,46,8,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
16604,2015-07-07,2015-08-27,2015-09-03,51,8,2,5,Resort Hotel,FB,Offline TA/TO,TA/TO,D,Transient,0
218,2015-07-08,2015-07-08,2015-07-09,0,7,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
399,2015-07-08,2015-07-14,2015-07-21,6,7,2,5,Resort Hotel,HB,Online TA,TA/TO,A,Transient,0
508,2015-07-08,2015-07-17,2015-07-21,9,7,2,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
832,2015-07-08,2015-07-31,2015-07-14,23,7,1,2,Resort Hotel,BB,Direct,Direct,A,Transient,1
836,2015-07-08,2015-07-31,2015-07-14,23,7,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
851,2015-07-08,2015-08-01,2015-07-16,24,8,0,1,Resort Hotel,BB,Online TA,TA/TO,G,Transient,1
871,2015-07-08,2015-08-02,2015-07-08,25,8,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
1048,2015-07-08,2015-08-11,2015-07-17,34,8,2,5,Resort Hotel,HB,Online TA,TA/TO,D,Transient,1
1533,2015-07-08,2015-09-03,2015-09-04,57,9,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
1624,2015-07-08,2015-09-06,2015-08-24,60,9,2,4,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
16630,2015-07-08,2015-08-29,2015-09-05,52,8,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
16637,2015-07-08,2015-09-01,2015-09-05,55,9,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
40137,2015-07-08,2015-07-11,2015-07-12,3,7,0,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
40139,2015-07-08,2015-07-11,2015-07-12,3,7,0,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient-Party,0
40147,2015-07-08,2015-07-11,2015-07-14,3,7,2,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
40151,2015-07-08,2015-07-11,2015-07-14,3,7,2,1,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
440,2015-07-09,2015-07-16,2015-07-17,7,7,0,1,Resort Hotel,BB,Online TA,TA/TO,C,Transient,0
504,2015-07-09,2015-07-17,2015-07-20,8,7,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
674,2015-07-09,2015-07-25,2015-07-10,16,7,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
675,2015-07-09,2015-07-25,2015-07-23,16,7,1,1,Resort Hotel,BB,Direct,Direct,A,Transient,1
930,2015-07-09,2015-08-06,2015-07-21,28,8,1,3,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
1293,2015-07-09,2015-08-22,2015-08-13,44,8,2,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
1375,2015-07-09,2015-08-27,2015-08-31,49,8,1,3,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
1385,2015-07-09,2015-08-27,2015-09-03,49,8,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
1421,2015-07-09,2015-08-28,2015-09-04,50,8,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
1550,2015-07-09,2015-09-03,2015-09-13,56,9,2,8,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Contract,0
1630,2015-07-09,2015-09-06,2015-09-13,59,9,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
14571,2015-07-09,2015-07-09,2015-07-10,0,7,0,1,Resort Hotel,BB,Direct,Direct,L,Transient,0
15506,2015-07-09,2015-07-22,2015-07-23,13,7,0,1,Resort Hotel,HB,Online TA,TA/TO,F,Transient,0
15827,2015-07-09,2015-08-03,2015-08-04,25,8,1,0,Resort Hotel,BB,Offline TA/TO,TA/TO,E,Transient,0
16255,2015-07-09,2015-08-19,2015-08-21,41,8,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
16466,2015-07-09,2015-08-23,2015-08-30,45,8,2,5,Resort Hotel,HB,Direct,Direct,A,Transient,0
40409,2015-07-09,2015-07-25,2015-07-28,16,7,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
40410,2015-07-09,2015-07-25,2015-07-28,16,7,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
40430,2015-07-09,2015-07-25,2015-07-28,16,7,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
40437,2015-07-09,2015-07-25,2015-07-28,16,7,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
40456,2015-07-09,2015-07-25,2015-07-29,16,7,2,2,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
40834,2015-07-09,2015-08-08,2015-08-11,30,8,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
40835,2015-07-09,2015-08-08,2015-08-01,30,8,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,1
40846,2015-07-09,2015-08-08,2015-08-11,30,8,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
41685,2015-07-09,2015-08-21,2015-08-25,43,8,2,2,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
41687,2015-07-09,2015-08-21,2015-08-25,43,8,2,2,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
41689,2015-07-09,2015-08-21,2015-08-25,43,8,2,2,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
41701,2015-07-09,2015-08-22,2015-08-05,44,8,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,1
41723,2015-07-09,2015-08-22,2015-08-25,44,8,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
41734,2015-07-09,2015-08-22,2015-08-25,44,8,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
41747,2015-07-09,2015-08-22,2015-08-25,44,8,2,1,City Hotel,HB,Groups,TA/TO,A,Transient-Party,0
42180,2015-07-09,2015-09-02,2015-09-10,55,9,2,6,City Hotel,BB,Online TA,TA/TO,A,Transient,0
309,2015-07-10,2015-07-12,2015-07-13,2,7,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
461,2015-07-10,2015-07-17,2015-07-19,7,7,0,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
466,2015-07-10,2015-07-17,2015-07-13,7,7,0,2,Resort Hotel,BB,Direct,Direct,A,Transient,1
652,2015-07-10,2015-07-24,2015-07-28,14,7,2,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
805,2015-07-10,2015-07-30,2015-08-03,20,7,1,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1060,2015-07-10,2015-08-12,2015-08-12,33,8,0,1,Resort Hotel,BB,Groups,Corporate,A,Transient-Party,1
1062,2015-07-10,2015-08-12,2015-08-13,33,8,0,1,Resort Hotel,BB,Groups,Corporate,G,Transient-Party,0
1151,2015-07-10,2015-08-16,2015-08-17,37,8,1,0,Resort Hotel,BB,Groups,Corporate,A,Transient-Party,0
1152,2015-07-10,2015-08-16,2015-08-17,37,8,1,0,Resort Hotel,BB,Groups,Corporate,A,Transient,0
1530,2015-07-10,2015-09-03,2015-09-06,55,9,0,3,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
14074,2015-07-10,2015-08-31,2015-09-10,52,8,3,7,Resort Hotel,BB,Direct,Direct,D,Transient,0
15446,2015-07-10,2015-07-15,2015-07-17,5,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
15467,2015-07-10,2015-07-16,2015-07-19,6,7,0,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
15554,2015-07-10,2015-07-20,2015-07-25,10,7,1,4,Resort Hotel,BB,Direct,Direct,E,Transient,0
15595,2015-07-10,2015-07-24,2015-07-27,14,7,1,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,0
15678,2015-07-10,2015-07-30,2015-07-31,20,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
15805,2015-07-10,2015-07-31,2015-08-03,21,7,1,2,Resort Hotel,BB,Online TA,TA/TO,C,Transient,0
15820,2015-07-10,2015-08-01,2015-08-03,22,8,1,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
16054,2015-07-10,2015-08-12,2015-08-13,33,8,0,1,Resort Hotel,BB,Groups,Corporate,A,Transient-Party,0
16063,2015-07-10,2015-08-12,2015-08-13,33,8,0,1,Resort Hotel,BB,Groups,Corporate,A,Transient,0
16083,2015-07-10,2015-08-08,2015-08-14,29,8,2,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
16493,2015-07-10,2015-08-27,2015-08-31,48,8,1,3,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
16840,2015-07-10,2015-09-08,2015-09-15,60,9,2,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
40400,2015-07-10,2015-07-25,2015-07-26,15,7,0,1,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
292,2015-07-11,2015-07-11,2015-07-12,0,7,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
293,2015-07-11,2015-07-11,2015-07-12,0,7,0,1,Resort Hotel,HB,Online TA,TA/TO,A,Transient,0
294,2015-07-11,2015-07-11,2015-07-12,0,7,0,1,Resort Hotel,BB,Direct,Direct,G,Transient,0
295,2015-07-11,2015-07-11,2015-07-12,0,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
331,2015-07-11,2015-07-12,2015-07-13,1,7,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
335,2015-07-11,2015-07-12,2015-07-14,1,7,2,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
468,2015-07-11,2015-07-17,2015-07-17,6,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
499,2015-07-11,2015-07-17,2015-07-20,6,7,1,2,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Contract,0
1013,2015-07-11,2015-08-10,2015-08-13,30,8,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1033,2015-07-11,2015-08-11,2015-07-20,31,8,0,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
1053,2015-07-11,2015-08-11,2015-08-18,31,8,2,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
1102,2015-07-11,2015-08-14,2015-08-04,34,8,0,2,Resort Hotel,BB,Online TA,TA/TO,G,Transient,1
1120,2015-07-11,2015-08-15,2015-08-19,35,8,2,2,Resort Hotel,HB,Direct,Direct,D,Transient,0
1241,2015-07-11,2015-08-20,2015-08-25,40,8,2,3,Resort Hotel,BB,Direct,Direct,D,Transient,0
1282,2015-07-11,2015-08-22,2015-08-10,42,8,2,5,Resort Hotel,HB,Direct,Direct,A,Transient,1
1626,2015-07-11,2015-09-06,2015-09-12,57,9,2,4,Resort Hotel,BB,Direct,Direct,A,Transient,0
15402,2015-07-11,2015-07-12,2015-07-13,1,7,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
15414,2015-07-11,2015-07-13,2015-07-14,2,7,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
15978,2015-07-11,2015-08-03,2015-08-10,23,8,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
16435,2015-07-11,2015-08-22,2015-08-29,42,8,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
16460,2015-07-11,2015-08-25,2015-08-30,45,8,0,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
16461,2015-07-11,2015-08-25,2015-08-30,45,8,0,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
16802,2015-07-11,2015-08-31,2015-09-13,51,8,3,10,Resort Hotel,BB,Direct,Direct,F,Transient,0
42178,2015-07-11,2015-09-02,2015-09-09,53,9,2,5,City Hotel,SC,Online TA,TA/TO,A,Transient,0
353,2015-07-13,2015-07-13,2015-07-15,0,7,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
355,2015-07-13,2015-07-13,2015-07-15,0,7,1,1,Resort Hotel,BB,Direct,Direct,L,Transient,0
364,2015-07-13,2015-07-13,2015-07-17,0,7,1,3,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
388,2015-07-13,2015-07-14,2015-07-15,1,7,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
389,2015-07-13,2015-07-14,2015-07-15,1,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
390,2015-07-13,2015-07-14,2015-07-16,1,7,0,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
541,2015-07-13,2015-07-19,2015-07-20,6,7,1,0,Resort Hotel,BB,Direct,Direct,D,Transient,0
598,2015-07-13,2015-07-20,2015-07-14,7,7,3,8,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,1
605,2015-07-13,2015-07-21,2015-07-26,8,7,0,5,Resort Hotel,BB,Direct,Direct,G,Transient,0
673,2015-07-13,2015-07-25,2015-07-14,12,7,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
676,2015-07-13,2015-07-25,2015-07-27,12,7,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
799,2015-07-13,2015-07-30,2015-08-01,17,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
831,2015-07-13,2015-07-31,2015-07-15,18,7,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
835,2015-07-13,2015-07-31,2015-07-15,18,7,1,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
1300,2015-07-13,2015-08-23,2015-08-11,41,8,2,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
1352,2015-07-13,2015-08-25,2015-09-04,43,8,2,8,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
1363,2015-07-13,2015-08-26,2015-07-15,44,8,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
1382,2015-07-13,2015-08-27,2015-09-03,45,8,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Contract,0
1393,2015-07-13,2015-08-28,2015-07-27,46,8,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
1431,2015-07-13,2015-08-29,2015-08-31,47,8,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1432,2015-07-13,2015-08-29,2015-09-01,47,8,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1433,2015-07-13,2015-08-29,2015-09-01,47,8,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1494,2015-07-13,2015-09-01,2015-09-05,50,9,0,4,Resort Hotel,BB,Direct,Direct,C,Transient,0
1547,2015-07-13,2015-09-03,2015-09-12,52,9,2,7,Resort Hotel,BB,Direct,Direct,D,Transient-Party,0
1549,2015-07-13,2015-09-03,2015-09-12,52,9,2,7,Resort Hotel,HB,Direct,Direct,D,Transient-Party,0
1593,2015-07-13,2015-09-05,2015-09-12,54,9,2,5,Resort Hotel,BB,Direct,Direct,A,Transient,0
1598,2015-07-13,2015-09-05,2015-07-14,54,9,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
1677,2015-07-13,2015-09-09,2015-09-10,58,9,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
15035,2015-07-13,2015-07-16,2015-07-15,3,7,0,2,Resort Hotel,BB,Corporate,Corporate,A,Transient,1
15430,2015-07-13,2015-07-15,2015-07-16,2,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
15573,2015-07-13,2015-07-24,2015-07-26,11,7,0,2,Resort Hotel,BB,Direct,Direct,D,Transient,0
15734,2015-07-13,2015-07-24,2015-08-01,11,7,2,6,Resort Hotel,HB,Direct,Direct,E,Transient,0
42454,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42456,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42457,2015-07-13,2015-09-06,2015-09-05,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,1
42464,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42465,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42470,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42476,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42477,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42494,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42503,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
42512,2015-07-13,2015-09-06,2015-09-08,55,9,2,0,City Hotel,BB,Groups,TA/TO,A,Transient-Party,0
392,2015-07-14,2015-07-14,2015-07-18,0,7,0,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
408,2015-07-14,2015-07-14,2015-07-15,0,7,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
473,2015-07-14,2015-07-17,2015-07-17,3,7,0,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
507,2015-07-14,2015-07-17,2015-07-20,3,7,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
525,2015-07-14,2015-07-18,2015-07-20,4,7,1,1,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
669,2015-07-14,2015-07-25,2015-07-26,11,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
1349,2015-07-14,2015-08-25,2015-07-15,42,8,2,6,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
1459,2015-07-14,2015-08-30,2015-07-20,47,8,2,5,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
1648,2015-07-14,2015-09-07,2015-07-21,55,9,1,4,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
14397,2015-07-14,2015-07-17,2015-07-20,3,7,1,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
14398,2015-07-14,2015-07-17,2015-07-20,3,7,1,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
15084,2015-07-14,2015-07-15,2015-07-16,1,7,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
15465,2015-07-14,2015-07-16,2015-07-19,2,7,0,3,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
15469,2015-07-14,2015-07-17,2015-07-19,3,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
15484,2015-07-14,2015-07-20,2015-07-21,6,7,1,0,Resort Hotel,BB,Direct,Direct,E,Transient,0
15560,2015-07-14,2015-07-24,2015-07-26,10,7,0,2,Resort Hotel,HB,Direct,Direct,A,Transient,0
15643,2015-07-14,2015-07-23,2015-07-30,9,7,2,5,Resort Hotel,BB,Direct,Direct,C,Transient,0
15779,2015-07-14,2015-07-30,2015-08-02,16,7,0,3,Resort Hotel,BB,Direct,Direct,E,Transient,0
16028,2015-07-14,2015-08-08,2015-08-12,25,8,2,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Contract,0
16097,2015-07-14,2015-08-11,2015-08-15,28,8,0,4,Resort Hotel,BB,Direct,Direct,A,Transient,0
16269,2015-07-14,2015-08-15,2015-08-22,32,8,2,5,Resort Hotel,BB,Direct,Direct,C,Transient,0
16405,2015-07-14,2015-08-21,2015-08-28,38,8,2,5,Resort Hotel,BB,Direct,Direct,F,Transient,0
16576,2015-07-14,2015-08-27,2015-09-03,44,8,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,E,Contract,0
16639,2015-07-14,2015-08-30,2015-09-05,47,8,2,4,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
42804,2015-07-14,2015-09-10,2015-09-15,58,9,2,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
42999,2015-07-14,2015-09-12,2015-09-16,60,9,2,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
43027,2015-07-14,2015-09-12,2015-09-17,60,9,2,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
464,2015-07-15,2015-07-17,2015-07-19,2,7,0,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
526,2015-07-15,2015-07-18,2015-07-21,3,7,2,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
544,2015-07-15,2015-07-19,2015-07-21,4,7,2,0,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
634,2015-07-15,2015-07-24,2015-07-26,9,7,0,2,Resort Hotel,BB,Online TA,TA/TO,E,Transient-Party,0
795,2015-07-15,2015-07-30,2015-07-16,15,7,0,1,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
819,2015-07-15,2015-07-31,2015-07-16,16,7,0,1,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
821,2015-07-15,2015-07-31,2015-08-02,16,7,0,2,Resort Hotel,BB,Direct,Direct,A,Transient-Party,0
1041,2015-07-15,2015-08-11,2015-07-17,27,8,0,4,Resort Hotel,BB,Direct,Direct,C,Transient,1
1130,2015-07-15,2015-08-15,2015-08-21,31,8,2,4,Resort Hotel,FB,Direct,Direct,D,Transient-Party,0
1133,2015-07-15,2015-08-15,2015-08-21,31,8,2,4,Resort Hotel,FB,Direct,Direct,D,Transient-Party,0
1262,2015-07-15,2015-08-21,2015-08-28,37,8,2,5,Resort Hotel,HB,Online TA,TA/TO,D,Transient,0
1319,2015-07-15,2015-08-24,2015-08-25,40,8,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
